Time - s,roll setpoint
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000000
7.600000,0.000000
7.700000,0.000000
7.800000,0.000000
7.900000,0.000000
8.000000,0.000000
8.100000,0.000000
8.200000,0.000000
8.300000,0.000000
8.400000,0.000000
8.500000,0.000000
8.600000,0.000000
8.700000,0.000000
8.800000,0.000000
8.900000,0.000000
9.000000,0.000000
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
9.900000,0.000000
10.000000,0.000000
10.100000,0.000000
10.200000,0.000000
10.300000,0.000000
10.400000,0.000000
10.500000,0.000000
10.600000,0.000000
10.700000,0.000000
10.800000,0.000000
10.900000,0.000000
11.000000,0.000000
11.100000,0.000000
11.200000,0.000000
11.300000,0.000000
11.400000,0.000000
11.500000,0.000000
11.600000,0.000000
11.700000,0.000000
11.800000,0.000000
11.900000,0.000000
12.000000,0.000000
12.100000,0.000000
12.200000,0.000000
12.300000,0.000000
12.400000,0.000000
12.500000,0.000000
12.600000,0.000000
12.700000,0.000000
12.800000,0.000000
12.900000,0.000000
13.000000,0.000000
13.100000,0.000000
13.200000,0.000000
13.300000,0.000000
13.400000,0.000000
13.500000,0.000000
13.600000,0.000000
13.700000,0.000000
13.800000,0.000000
13.900000,0.000000
14.000000,0.000000
14.100000,0.000000
14.200000,0.000000
14.300000,0.000000
14.400000,0.000000
14.500000,0.000000
14.600000,0.000000
14.700000,0.000000
14.800000,0.000000
14.900000,0.000000
15.000000,0.000000
15.100000,0.000000
15.200000,0.000000
15.300000,0.000000
15.400000,0.000000
15.500000,0.000000
15.600000,0.000000
15.700000,0.000000
15.800000,0.000000
15.900000,0.000000
16.000000,0.000000
16.100000,0.000000
16.200000,0.000000
16.300000,0.000000
16.400000,0.000000
16.500000,0.000000
16.600000,0.000000
16.700000,0.000000
16.800000,0.000000
16.900000,0.000000
17.000000,0.000000
17.100000,0.000000
17.200000,0.000000
17.300000,0.000000
17.400000,0.000000
17.500000,0.000000
17.600000,0.000000
17.700000,0.000000
17.800000,0.000000
17.900000,0.000000
18.000000,0.000000
18.100000,0.000000
18.200000,0.000000
18.300000,0.000000
18.400000,0.000000
18.500000,0.000000
18.600000,0.000000
18.700000,0.000000
18.800000,0.000000
18.900000,0.000000
19.000000,0.000000
19.100000,0.000000
19.200000,0.000000
19.300000,0.000000
19.400000,0.000000
19.500000,0.000000
19.600000,0.000000
19.700000,0.000000
19.800000,0.000000
19.900000,0.000000
20.000000,0.000000
20.100000,0.000000
20.200000,0.000000
20.300000,0.000000
20.400000,0.000000
20.500000,0.000000
20.600000,0.000000
20.700000,0.000000
20.800000,0.000000
20.900000,0.000000
21.000000,0.000000
21.100000,0.000000
21.200000,0.000000
21.300000,0.000000
21.400000,0.000000
21.500000,0.000000
21.600000,0.000000
21.700000,0.000000
21.800000,0.000000
21.900000,0.000000
22.000000,0.000000
22.100000,0.000000
22.200000,0.000000
22.300000,0.000000
22.400000,0.000000
22.500000,0.000000
22.600000,0.000000
22.700000,0.000000
22.800000,0.000000
22.900000,0.000000
23.000000,0.000000
23.100000,0.000000
23.200000,0.000000
23.300000,0.000000
23.400000,0.000000
23.500000,0.000000
23.600000,0.000000
23.700000,0.000000
23.800000,0.000000
23.900000,0.000000
24.000000,0.000000
24.100000,0.000000
24.200000,0.000000
24.300000,0.000000
24.400000,0.000000
24.500000,0.000000
24.600000,0.000000
24.700000,0.000000
24.800000,0.000000
24.900000,0.000000
25.000000,0.000000
25.100000,0.000000
25.200000,0.000000
25.300000,0.000000
25.400000,0.000000
25.500000,0.000000
25.600000,0.000000
25.700000,0.000000
25.800000,0.000000
25.900000,0.000000
26.000000,0.000000
26.100000,0.000000
26.200000,0.000000
26.300000,0.000000
26.400000,0.000000
26.500000,0.000000
26.600000,0.000000
26.700000,0.000000
26.800000,0.000000
26.900000,0.000000
27.000000,0.000000
27.100000,0.000000
27.200000,0.000000
27.300000,0.000000
27.400000,0.000000
27.500000,0.000000
27.600000,0.000000
27.700000,0.000000
27.800000,0.000000
27.900000,0.000000
28.000000,0.000000
28.100000,0.000000
28.200000,0.000000
28.300000,0.000000
28.400000,0.000000
28.500000,0.000000
28.600000,0.000000
28.700000,0.000000
28.800000,0.000000
28.900000,0.000000
29.000000,0.000000
29.100000,0.000000
29.200000,0.000000
29.300000,0.000000
29.400000,0.000000
29.500000,0.000000
29.600000,0.000000
29.700000,0.000000
29.800000,0.000000
29.900000,0.000000
30.000000,0.000000
30.100000,0.000000
30.200000,0.000000
30.300000,0.000000
30.400000,0.000000
30.500000,0.000000
30.600000,0.000000
30.700000,0.000000
30.800000,0.000000
30.900000,0.000000
31.000000,0.000000
31.100000,0.000000
31.200000,0.000000
31.300000,0.000000
31.400000,0.000000
31.500000,0.000000
31.600000,0.000000
31.700000,0.000000
31.800000,0.000000
31.900000,0.000000
32.000000,0.000000
32.100000,0.000000
32.200000,0.000000
32.300000,0.000000
32.400000,0.000000
32.500000,0.000000
32.600000,0.000000
32.700000,0.000000
32.800000,0.000000
32.900000,0.000000
33.000000,0.000000
33.100000,0.000000
33.200000,0.000000
33.300000,0.000000
33.400000,0.000000
33.500000,0.000000
33.600000,0.000000
33.700000,0.000000
33.800000,0.000000
33.900000,0.000000
34.000000,0.000000
34.100000,0.000000
34.200000,0.000000
34.300000,0.000000
34.400000,0.000000
34.500000,0.000000
34.600000,0.000000
34.700000,0.000000
34.800000,0.000000
34.900000,0.000000
35.000000,0.000000
35.100000,0.000000
35.200000,0.000000
35.300000,0.000000
35.400000,0.000000
35.500000,0.000000
35.600000,0.000000
35.700000,0.000000
35.800000,0.000000
35.900000,0.000000
36.000000,0.000000
36.100000,0.000000
36.200000,0.000000
36.300000,0.000000
36.400000,0.000000
36.500000,0.000000
36.600000,0.000000
36.700000,0.000000
36.800000,0.000000
36.900000,0.000000
37.000000,0.000000
37.100000,0.000000
37.200000,0.000000
37.300000,0.000000
37.400000,0.000000
37.500000,0.000000
37.600000,0.000000
37.700000,0.000000
37.800000,0.000000
37.900000,0.000000
38.000000,0.000000
38.100000,0.000000
38.200000,0.000000
38.300000,0.000000
38.400000,0.000000
38.500000,0.000000
38.600000,0.000000
38.700000,0.000000
38.800000,0.000000
38.900000,0.000000
39.000000,0.000000
39.100000,0.000000
39.200000,0.000000
39.300000,0.000000
39.400000,0.000000
39.500000,0.000000
39.600000,0.000000
39.700000,0.000000
39.800000,0.000000
39.900000,0.000000
40.000000,0.000000
40.100000,0.000000
40.200000,0.000000
40.300000,0.000000
40.400000,0.000000
40.500000,0.000000
40.600000,0.000000
40.700000,0.000000
40.800000,0.000000
40.900000,0.000000
41.000000,0.000000
41.100000,0.000000
41.200000,0.000000
41.300000,0.000000
41.400000,0.000000
41.500000,0.000000
41.600000,0.000000
41.700000,0.000000
41.800000,0.000000
41.900000,0.000000
42.000000,0.000000
42.100000,0.000000
42.200000,0.000000
42.300000,0.000000
42.400000,0.000000
42.500000,0.000000
42.600000,0.000000
42.700000,0.000000
42.800000,0.000000
42.900000,0.000000
43.000000,0.000000
43.101000,0.000000
43.201000,0.000000
43.301000,0.000000
43.401000,0.000000
43.501000,0.000000
43.601000,0.000000
43.701000,0.000000
43.801000,0.000000
43.901000,0.000000
44.001000,0.000000
44.101000,0.000000
44.201000,0.000000
44.301000,0.000000
44.401000,0.000000
44.501000,0.000000
44.601000,0.000000
44.701000,0.000000
44.801000,0.000000
44.901000,0.000000
45.001000,0.000000
45.101000,0.000000
45.201000,0.000000
45.301000,0.000000
45.401000,0.000000
45.501000,0.000000
45.601000,0.000000
45.701000,0.000000
45.801000,0.000000
45.901000,0.000000
46.001000,0.000000
46.101000,0.000000
46.201000,0.000000
46.301000,0.000000
46.401000,0.000000
46.501000,0.000000
46.601000,0.000000
46.701000,0.000000
46.801000,0.000000
46.901000,0.000000
47.001000,0.000000
47.101000,0.000000
47.201000,0.000000
47.301000,0.000000
47.401000,0.000000
47.501000,0.000000
47.601000,0.000000
47.701000,0.000000
47.801000,0.000000
47.901000,0.000000
48.001000,0.000000
48.101000,0.000000
48.201000,0.000000
48.301000,0.000000
48.401000,0.000000
48.501000,0.000000
48.601000,0.000000
48.701000,0.000000
48.801000,0.000000
48.901000,0.000000
49.001000,0.000000
49.101000,0.000000
49.201000,0.000000
49.301000,0.000000
49.401000,0.000000
49.501000,0.000000
49.601000,0.000000
49.701000,0.000000
49.801000,0.000000
49.901000,0.000000
50.001000,0.000000
50.101000,0.000000
50.201000,0.000000
50.301000,0.000000
50.401000,0.000000
50.501000,0.000000
50.601000,0.000000
50.701000,0.000000
50.801000,0.000000
50.901000,0.000000
51.001000,0.000000
51.101000,0.000000
51.201000,0.000000
51.301000,0.000000
51.401000,0.000000
51.501000,0.000000
51.601000,0.000000
51.701000,0.000000
51.801000,0.000000
51.901000,0.000000
52.001000,0.000000
52.101000,0.000000
52.201000,0.000000
52.301000,0.000000
52.401000,0.000000
52.501000,0.000000
52.601000,0.000000
52.701000,0.000000
52.801000,0.000000
52.901000,0.000000
53.001000,0.000000
53.101000,0.000000
53.201000,0.000000
53.301000,0.000000
53.401000,0.000000
53.501000,0.000000
53.601000,0.000000
53.701000,0.000000
53.801000,0.000000
53.901000,0.000000
54.001000,0.000000
54.101000,0.000000
54.201000,0.000000
54.301000,0.000000
54.401000,0.000000
54.501000,0.000000
54.601000,0.000000
54.701000,0.000000
54.801000,0.000000
54.901000,0.000000
55.001000,0.000000
55.101000,0.000000
55.201000,0.000000
55.301000,0.000000
55.401000,0.000000
55.501000,0.000000
55.601000,0.000000
55.701000,0.000000
55.801000,0.000000
55.901000,0.000000
56.001000,0.000000
56.101000,0.000000
56.201000,0.000000
56.301000,0.000000
56.401000,0.000000
56.501000,0.000000
56.601000,0.000000
56.701000,0.000000
56.801000,0.000000
56.901000,0.000000
57.001000,0.000000
57.101000,0.000000
57.201000,0.000000
57.301000,0.000000
57.401000,0.000000
57.501000,0.000000
57.601000,0.000000
57.701000,0.000000
57.801000,0.000000
57.901000,0.000000
58.001000,0.000000
58.101000,0.000000
58.201000,0.000000
58.301000,0.000000
58.401000,0.000000
58.501000,0.000000
58.601000,0.000000
58.701000,0.000000
58.801000,0.000000
58.901000,0.000000
59.001000,0.000000
59.101000,0.000000
59.201000,0.000000
59.301000,0.000000
59.401000,0.000000
59.501000,0.000000
59.601000,0.000000
59.701000,0.000000
59.801000,0.000000
59.901000,0.000000
60.001000,0.000000
60.101000,0.000000
60.201000,0.000000
60.301000,0.000000
60.401000,0.000000
60.501000,0.000000
60.601000,0.000000
60.701000,0.000000
60.801000,0.000000
60.901000,0.000000
61.001000,0.000000
61.101000,0.000000
61.201000,0.000000
61.301000,0.000000
61.401000,0.000000
61.501000,0.000000
61.601000,0.000000
61.701000,0.000000
61.801000,0.000000
61.901000,0.000000
62.001000,0.000000
62.101000,0.000000
62.201000,0.000000
62.301000,0.000000
62.401000,0.000000
62.501000,0.000000
62.601000,0.000000
62.701000,0.000000
62.801000,0.000000
62.901000,0.000000
63.001000,0.000000
63.101000,0.000000
63.201000,0.000000
63.301000,0.000000
63.401000,0.000000
63.501000,0.000000
63.601000,0.000000
63.701000,0.000000
63.801000,0.000000
63.901000,0.000000
64.001000,0.000000
64.101000,0.000000
64.201000,0.000000
64.301000,0.000000
64.401000,0.000000
64.501000,0.000000
64.601000,0.000000
64.701000,0.000000
64.801000,0.000000
64.901000,0.000000
65.001000,0.000000
65.101000,0.000000
65.201000,0.000000
65.301000,0.000000
65.401000,0.000000
65.501000,0.000000
65.601000,0.000000
65.701000,0.000000
65.801000,0.000000
65.901000,0.000000
66.001000,0.000000
66.101000,0.000000
66.201000,0.000000
66.301000,0.000000
66.401000,0.000000
66.501000,0.000000
66.601000,0.000000
66.701000,0.000000
66.801000,0.000000
66.901000,0.000000
67.001000,0.000000
67.101000,0.000000
67.201000,0.000000
67.301000,0.000000
67.401000,0.000000
67.501000,0.000000
67.601000,0.000000
67.701000,0.000000
67.801000,0.000000
67.901000,0.000000
68.001000,0.000000
68.101000,0.000000
68.201000,0.000000
68.301000,0.000000
68.401000,0.000000
68.501000,0.000000
68.601000,0.000000
68.701000,0.000000
68.801000,0.000000
68.901000,0.000000
69.001000,0.000000
69.101000,0.000000
69.201000,0.000000
69.301000,0.000000
69.401000,0.000000
69.501000,0.000000
69.601000,0.000000
69.701000,0.000000
69.801000,0.000000
69.901000,0.000000
70.001000,0.000000
70.101000,0.000000
70.201000,0.000000
70.301000,0.000000
70.401000,0.000000
70.501000,0.000000
70.601000,0.000000
70.701000,0.000000
70.801000,0.000000
70.901000,0.000000
71.001000,0.000000
71.101000,0.000000
71.201000,0.000000
71.301000,0.000000
71.401000,0.000000
71.501000,0.000000
71.601000,0.000000
71.701000,0.000000
71.801000,0.000000
71.901000,0.000000
72.001000,0.000000
72.101000,0.000000
72.201000,0.000000
72.301000,0.000000
72.401000,0.000000
72.501000,0.000000
72.601000,0.000000
72.701000,0.000000
72.801000,0.000000
72.901000,0.000000
73.001000,0.000000
73.101000,0.000000
73.201000,0.000000
73.301000,0.000000
73.401000,0.000000
73.501000,0.000000
73.601000,0.000000
73.701000,0.000000
73.801000,0.000000
73.901000,0.000000
74.001000,0.000000
74.101000,0.000000
74.200000,0.000000
74.300000,0.000000
74.400000,0.000000
74.500000,0.000000
74.600000,0.000000
74.700000,0.000000
74.800000,0.000000
74.900000,0.000000
75.000000,0.000000
75.100000,0.000000
75.200000,0.000000
75.300000,0.000000
75.400000,0.000000
75.500000,0.000000
75.600000,0.000000
75.700000,0.000000
75.800000,0.000000
75.900000,0.000000
76.000000,0.000000
76.100000,0.000000
76.200000,0.000000
76.300000,0.000000
76.400000,0.000000
76.500000,0.000000
76.600000,0.000000
76.700000,0.000000
76.800000,0.000000
76.900000,0.000000
77.000000,0.000000
77.100000,0.000000
77.200000,0.000000
77.300000,0.000000
77.400000,0.000000
77.500000,0.000000
77.600000,0.000000
77.700000,0.000000
77.800000,0.000000
77.900000,0.000000
78.000000,0.000000
78.100000,0.000000
78.200000,0.000000
78.300000,0.000000
78.400000,0.000000
78.500000,0.000000
78.600000,0.000000
78.700000,0.000000
78.800000,0.000000
78.900000,0.000000
79.000000,0.000000
79.100000,0.000000
79.200000,0.000000
79.300000,0.000000
79.400000,0.000000
79.500000,0.000000
79.600000,0.000000
79.700000,0.000000
79.800000,0.000000
79.900000,0.000000
80.000000,0.000000
80.100000,0.000000
80.200000,0.000000
80.300000,0.000000
80.400000,0.000000
80.500000,0.000000
80.600000,0.000000
80.700000,0.000000
80.800000,0.000000
80.900000,0.000000
81.000000,0.000000
81.100000,0.000000
81.200000,0.000000
81.300000,0.000000
81.400000,0.000000
81.500000,0.000000
81.600000,0.000000
81.700000,0.000000
81.800000,0.000000
81.900000,0.000000
82.000000,0.000000
82.100000,0.000000
82.200000,0.000000
82.300000,0.000000
82.400000,0.000000
82.500000,0.000000
82.600000,0.000000
82.700000,0.000000
82.800000,0.000000
82.900000,0.000000
83.000000,0.000000
83.100000,0.000000
83.200000,0.000000
83.300000,0.000000
83.400000,0.000000
83.500000,0.000000
83.600000,0.000000
83.700000,0.000000
83.800000,0.000000
83.900000,0.000000
84.000000,0.000000
84.100000,0.000000
84.200000,0.000000
84.300000,0.000000
84.400000,0.000000
84.500000,0.000000
84.600000,0.000000
84.700000,0.000000
84.800000,0.000000
84.900000,0.000000
85.000000,0.000000
85.100000,0.000000
85.200000,0.000000
85.300000,0.000000
85.400000,0.000000
85.500000,0.000000
85.600000,0.000000
85.700000,0.000000
85.800000,0.000000
85.900000,0.000000
86.000000,0.000000
86.100000,0.000000
86.200000,0.000000
86.300000,0.000000
86.400000,0.000000
86.500000,0.000000
86.600000,0.000000
86.700000,0.000000
86.800000,0.000000
86.900000,0.000000
87.000000,0.000000
87.100000,0.000000
87.200000,0.000000
87.300000,0.000000
87.400000,0.000000
87.500000,0.000000
87.600000,0.000000
87.700000,0.000000
87.800000,0.000000
87.900000,0.000000
88.000000,0.000000
88.100000,0.000000
88.200000,0.000000
88.300000,0.000000
88.400000,0.000000
88.500000,0.000000
88.600000,0.000000
88.700000,0.000000
88.800000,0.000000
88.900000,0.000000
89.000000,0.000000
89.100000,0.000000
89.200000,0.000000
89.300000,0.000000
89.400000,0.000000
89.500000,0.000000
89.600000,0.000000
89.700000,0.000000
89.800000,0.000000
89.900000,0.000000
90.000000,0.000000
90.100000,0.000000
90.200000,0.000000
90.300000,0.000000
90.400000,0.000000
90.500000,0.000000
90.600000,0.000000
90.700000,0.000000
90.800000,0.000000
90.900000,0.000000
91.000000,0.000000
91.100000,0.000000
91.200000,0.000000
91.300000,0.000000
91.400000,0.000000
91.500000,0.000000
91.600000,0.000000
91.700000,0.000000
91.800000,0.000000
91.900000,0.000000
92.000000,0.000000
92.100000,0.000000
92.200000,0.000000
92.300000,0.000000
92.400000,0.000000
92.500000,0.000000
92.600000,0.000000
92.700000,0.000000
92.800000,0.000000
92.900000,0.000000
93.000000,0.000000
93.100000,0.000000
93.200000,0.000000
93.300000,0.000000
93.400000,0.000000
93.500000,0.000000
93.600000,0.000000
93.700000,0.000000
93.800000,0.000000
93.900000,0.000000
94.000000,0.000000
94.100000,0.000000
94.200000,0.000000
94.300000,0.000000
94.400000,0.000000
94.500000,0.000000
94.600000,0.000000
94.700000,0.000000
94.800000,0.000000
94.900000,0.000000
95.000000,0.000000
95.100000,0.000000
95.200000,0.000000
95.300000,0.000000
95.400000,0.000000
95.500000,0.000000
95.600000,0.000000
95.700000,0.000000
95.800000,0.000000
95.900000,0.000000
96.000000,0.000000
96.100000,0.000000
96.200000,0.000000
96.300000,0.000000
96.400000,0.000000
96.500000,0.000000
96.600000,0.000000
96.700000,0.000000
96.800000,0.000000
96.900000,0.000000
97.000000,0.000000
97.100000,0.000000
97.200000,0.000000
97.300000,0.000000
97.400000,0.000000
97.500000,0.000000
97.600000,0.000000
97.700000,0.000000
97.800000,0.000000
97.900000,0.000000
98.000000,0.000000
98.100000,0.000000
98.200000,0.000000
98.300000,0.000000
98.400000,0.000000
98.500000,0.000000
98.600000,0.000000
98.700000,0.000000
98.800000,0.000000
98.900000,0.000000
99.000000,0.000000
99.100000,0.000000
99.200000,0.000000
99.300000,0.000000
99.400000,0.000000
99.500000,0.000000
99.600000,0.000000
99.700000,0.000000
99.800000,0.000000
99.900000,0.000000
100.000000,0.000000
